danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
0.811,0.88,8,-2.972,1,0.0628,0.254,0.00146,0.0475,0.915,124.12,7cpFmkNmh3MM0WqXPSbs9f,267000,4
0.675,0.516,6,-5.546,1,0.0271,0.0785,5.02e-05,0.361,0.514,90.001,44umbKt0SsxXTohEKhcrk0,249427,4
0.69,0.478,11,-8.941,1,0.0346,0.78,0.0,0.129,0.295,121.998,58ZvktgcZzrDgmcIq7Ow79,228560,4
0.59,0.422,9,-9.906,1,0.0317,0.756,9.11e-06,0.106,0.302,139.982,10fHq85ktXp1K8mO45bugT,242360,4
0.679,0.474,6,-6.323,1,0.0294,0.546,0.00149,0.373,0.197,117.947,4B1sb2YVO03sBmyR8bvzEB,265733,4
0.736,0.379,7,-13.208,1,0.0539,0.301,0.345,0.104,0.948,128.399,5u6y4u5EgDv0peILf60H5t,256933,4
0.309,0.407,2,-6.476,1,0.0318,0.53,0.0,0.201,0.232,139.901,6LUWcw7HapRK92mQI42Tzp,217773,4
0.563,0.792,7,-3.257,0,0.0302,0.0634,2.69e-05,0.0908,0.386,95.001,1kRvRgSuJd49qwztxApps4,234480,4
0.642,0.442,8,-9.115,1,0.074,0.491,1.58e-06,0.102,0.465,148.01,4NUt1fcnO9aQAELBgXq3Kr,231773,4
0.628,0.641,11,-6.059,1,0.0252,0.152,0.0,0.343,0.598,110.982,6iWSxa6ivQsbjGbRZVQjjI,206293,4
0.813,0.701,0,-6.508,0,0.0701,0.489,0.00116,0.294,0.855,104.019,1BwrMGGhPA6GarWIYaFrW8,278867,4
0.592,0.577,9,-4.918,1,0.0246,0.184,0.0,0.111,0.366,88.579,7mUQOlGqS4qeMlSIDr5EXY,246880,4
0.799,0.843,11,-4.424,0,0.053,0.0338,3.33e-05,0.199,0.96,110.726,2uzCfFYh6tSNFdz14ZIf3N,253347,4
0.64,0.693,2,-5.735,1,0.0235,0.113,5.62e-06,0.0978,0.698,97.159,0mvocLIWUnT10znvIXwHGr,352160,4
0.634,0.809,2,-3.271,1,0.026,0.312,0.0,0.127,0.58,132.053,2bGq9vvJ1mDoFexvJYskLt,227227,4
0.537,0.748,2,-6.392,1,0.0282,0.000633,0.557,0.272,0.78,124.24,2lpIh6Gr6HYjg1CFBaucS5,212747,4
0.614,0.911,6,-4.359,0,0.187,0.246,0.0,0.126,0.726,124.786,2s7WJ9IRON5zalNbfFY1xa,251973,4
0.626,0.715,5,-4.604,1,0.0274,0.0152,0.0509,0.205,0.362,132.019,0GB4zJkbXdXBbdJPgudwDx,215680,4
0.395,0.472,3,-6.5,0,0.0392,0.312,0.0,0.0687,0.188,123.223,4mOb55RQOrBMVEvMsrIWhQ,291253,4
0.764,0.805,5,-3.814,0,0.0294,0.0385,0.0,0.163,0.646,130.097,5xXYuYk2CzHfk3kLKYmRRb,224787,4
0.647,0.639,7,-8.081,1,0.0346,0.501,0.00116,0.12,0.356,114.092,5LJHckWjNXB6aqxPgIJYnF,261627,4
0.77,0.373,1,-6.931,1,0.0328,0.317,0.0,0.217,0.293,131.975,2G74yhtIMW8tJY5I83dS4Z,242027,4
0.553,0.932,9,-4.683,0,0.122,0.431,0.0,0.752,0.672,135.572,6derJzyW5gcu125FpbsReh,245027,4
0.705,0.928,2,-4.256,1,0.0333,0.0433,8.46e-06,0.33,0.793,131.008,1319KopsBuqvlL6YDDsRNN,224840,4
0.601,0.897,11,-5.423,0,0.0495,0.0174,7.61e-06,0.0299,0.66,179.356,1w5nWhUzrQqj0WnDXrgsnC,223200,4
0.7,0.967,8,-3.462,0,0.0463,0.073,0.0,0.333,0.962,136.045,709CndJJB3GTUhQD0LLFse,217427,4
0.555,0.895,0,-4.364,1,0.0328,0.000804,0.0,0.0764,0.642,144.958,1kcGgL73ptM5SwurvMZplk,220773,4
0.662,0.798,8,-4.627,1,0.0335,0.306,0.0,0.174,0.542,141.007,7gqIqyeCaV2xNtfZWxEphD,169533,4
0.635,0.742,8,-4.292,1,0.0446,0.0621,0.000599,0.0413,0.506,134.958,22cB3FJq4vAb2gnUUbux2i,223640,4
0.661,0.75,7,-6.53,1,0.0229,0.0307,0.0,0.115,0.85,99.97,2Hxnhwj3MVinAdXIxL95Iv,223453,4
0.731,0.871,2,-5.079,1,0.0403,0.022,0.0,0.0717,0.71,116.944,117PkfBYudl1lSoFFAvOM4,233827,4
0.669,0.914,1,-3.834,0,0.107,0.0312,8.92e-05,0.0483,0.855,97.021,2AW8HXB5U4QA0ZmApbRM0B,244760,4
0.352,0.651,3,-6.413,1,0.0851,0.435,0.0,0.609,0.4,172.357,6ztMOMCtWcKZgMTiNfP9bC,238360,3
0.781,0.498,10,-6.17,1,0.0273,0.184,0.0,0.103,0.346,113.981,0HpOft5SON0qXcoicEug2m,269360,4
0.569,0.721,10,-5.889,1,0.0375,0.102,3.38e-05,0.205,0.927,180.06,0o9Vr0BGIQPh32staLHcuU,187524,4
0.672,0.589,7,-7.112,1,0.0276,0.00245,0.00587,0.114,0.474,137.988,1foeacjwgWD6UMmirTXwL5,216333,4
0.615,0.878,3,-4.056,1,0.035,0.052,1.16e-06,0.326,0.72,127.906,2awKQgW88iq9jFM54VaCAp,228560,4
0.601,0.898,5,-3.133,1,0.0357,0.00169,2.3e-06,0.0703,0.746,132.978,6zvh1pH7PwIib64b6uv7kT,222867,4
0.657,0.899,9,-3.302,1,0.0307,0.0259,0.0,0.0839,0.776,142.118,3bR6JvYSnJlzNlyUZbFMWJ,213760,4
0.747,0.841,9,-6.946,1,0.0482,0.239,0.0,0.167,0.708,101.006,6FgQ1jmP02HyO3mM3nk8W1,267733,4
0.285,0.551,10,-9.263,1,0.0396,0.324,0.0,0.127,0.369,181.772,1htQs0WEb5t0nojFwBQyuT,205707,3
0.732,0.64,9,-8.11,1,0.0505,0.195,0.0,0.191,0.786,117.997,0x6kwMLhwr0w4xjdv6tVqG,210640,4
0.601,0.643,0,-4.581,1,0.0272,0.155,0.0,0.283,0.387,76.979,6QdwofpqDvvNxX88C9A0iQ,196360,4
0.486,0.715,7,-4.417,1,0.0519,0.292,0.0,0.195,0.637,84.092,0dEPlb8waIqRtKpLb3l6So,238133,4
0.594,0.835,4,-6.037,1,0.032,0.0389,0.000553,0.0681,0.897,90.029,1ME4FI0ZK3pvlEdnVA1Gor,276227,4
0.543,0.92,1,-6.057,1,0.0551,0.00316,1.56e-06,0.115,0.675,140.144,6JxsIadCWYVwOBQymaYMcZ,163267,4
0.583,0.527,7,-7.998,1,0.0273,0.473,0.0,0.117,0.457,105.413,3z4hLskqGLtLEYcetdtxqe,273293,4
0.772,0.899,9,-4.623,0,0.0534,0.0756,0.0,0.105,0.673,100.008,4jKlF0cSp9v3c6fLI7LDZ5,171427,4
0.567,0.665,5,-5.465,1,0.0473,0.498,0.0,0.648,0.465,149.706,3bJBWsVNUJ3hOIO6lQUKCj,269080,4
0.687,0.985,5,-5.393,1,0.24,0.278,0.00107,0.803,0.255,114.004,0Fq89FN4m3m9UbZriy29T1,276227,4
0.668,0.776,1,-8.257,1,0.0322,0.126,2.52e-05,0.342,0.818,132.971,7pZzzxLTZepcPfHIHI7JlG,241160,4
0.746,0.876,1,-6.042,1,0.0345,0.0438,2.51e-06,0.112,0.928,119.97,7jxHeJLVpnP7S08JFF4GBi,267827,4
0.613,0.513,1,-5.641,1,0.0301,0.102,0.0,0.109,0.31,131.78,12KP3TP0BYKhYWp0H3YXtq,246200,4
0.443,0.784,6,-4.433,0,0.0422,0.193,0.0,0.0717,0.525,176.06,4q88IbAn47f7GCQIFhbYkL,217400,4
0.58,0.49,9,-6.272,1,0.0245,0.546,0.0,0.0827,0.165,75.929,7mUFcQWYwoRxRa5ZfI2mHG,221293,4
0.573,0.574,0,-4.826,0,0.0468,0.406,0.0,0.125,0.339,132.836,02bKaAG61tMw9c63fzKXal,310867,4
0.664,0.798,6,-4.912,0,0.0373,0.36,0.0,0.225,0.665,129.959,2SfWO6xWCJd7q5oiUcphyi,275077,4
0.844,0.465,0,-8.444,1,0.0295,0.489,5.56e-06,0.095,0.556,97.964,1I1DRPWM8iIYEbsuGMbaR3,251053,4
0.774,0.953,0,-7.223,1,0.0502,0.000958,1.76e-06,0.287,0.873,126.023,2Ma2f8jV8VKMJoAcnCvZ8h,254773,4
0.541,0.79,2,-8.858,1,0.0643,0.0155,0.0,0.359,0.732,82.992,7lnun6viJADQCvZnE0w9q8,285773,4
0.736,0.809,11,-5.166,0,0.112,0.0787,0.0,0.0539,0.958,134.961,3AR7ngXS6Sp9O9OJEeo6Ku,205293,4
0.634,0.832,1,-3.244,1,0.0307,0.171,0.0,0.0992,0.452,129.954,6uv1HSdSk5C4K5SqLkAh07,258600,4
0.806,0.92,5,-3.059,1,0.124,0.0903,5.23e-06,0.316,0.797,106.971,0tZARbD3Ir3eY7nbFULwfS,249400,4
0.871,0.481,7,-9.068,1,0.0383,0.52,5.54e-05,0.0809,0.664,103.063,1MrZ8hGkUWMmT816wPaMgE,261200,4
0.658,0.748,2,-4.286,1,0.0404,0.00449,0.00133,0.0924,0.628,112.333,6NpAuntCbxQjW55awrbmOk,227320,3
0.634,0.854,11,-3.444,1,0.0369,0.00737,2.49e-06,0.0664,0.564,148.003,78DVpEWwmJFC25KGz8fJuE,310813,4
0.804,0.67,7,-8.142,0,0.0897,0.131,0.0,0.148,0.644,97.969,3ge3q3Hz0KWhQX5EAQcwEy,309480,4
0.757,0.906,7,-3.064,1,0.151,0.178,0.000156,0.0902,0.789,87.948,0v5lV9xxdEumQ2jKf5CBVp,235427,4
0.641,0.929,8,-4.45,1,0.112,0.0922,0.0,0.388,0.482,120.045,6xd8Di4nFAJ4vxYF2jrFwz,268293,4
0.583,0.731,9,-6.18,0,0.0271,0.0107,0.0136,0.238,0.446,149.987,6kdCN6gTWLcLxmLXoUcwuI,267600,4
0.734,0.93,3,-4.475,1,0.0763,0.136,0.0,0.316,0.797,132.03,5U4pDBaeq2Jl2dKuWWUSsh,209947,4
0.854,0.684,6,-7.333,0,0.0361,0.00854,0.0,0.152,0.673,119.957,5yKQTwznar5I75UyYJ9CnR,205800,4
0.512,0.615,11,-5.318,1,0.0319,0.216,0.0,0.123,0.193,115.884,2VspVkHity8i4H9jammhhR,279227,4
0.648,0.846,0,-6.731,1,0.0424,0.199,4.23e-06,0.0803,0.815,160.075,0wQCKR9OFjYu5Kzrk7WivJ,343413,4
0.648,0.727,0,-5.45,1,0.0361,0.178,0.0,0.335,0.839,169.941,09QfIIP4NUx4A3thmovb2o,225413,4
0.648,0.971,1,-3.299,1,0.0897,0.00272,0.0,0.317,0.857,143.966,4ti5pZ0zs1PDf1eQswskFB,277040,4
0.57,0.495,10,-8.198,1,0.0313,0.229,0.0,0.146,0.326,120.146,4h9WxkuyzScrrPiK9nYtah,281640,3
0.59,0.597,9,-6.158,1,0.0275,0.406,2.28e-05,0.169,0.466,121.051,4S1bYWrLOC8smuy8kJzxKQ,279000,4
0.445,0.786,5,-3.5,1,0.0448,0.318,0.0,0.199,0.53,191.964,4FsVB8msXzmemjJdTKUoal,211373,4
0.69,0.929,5,-6.014,1,0.028,0.0674,0.000696,0.0713,0.836,104.522,7yMlw1v4NHmIcoRKdS1IJZ,236093,4
0.548,0.688,7,-6.053,1,0.0372,0.455,0.0,0.072,0.813,179.842,7ii1YH0rOmpoRfH9HyY8To,164120,4
0.594,0.457,4,-8.673,1,0.0303,0.612,0.0,0.1,0.205,117.989,2425UlXvkIkAEJAtAd8ROm,266667,4
0.759,0.656,2,-6.598,1,0.04,0.0256,0.00705,0.346,0.554,132.019,16J6wH4Evm97ta1hDQIYQC,219533,4
0.628,0.74,8,-6.509,1,0.0272,0.428,0.0,0.301,0.708,143.917,7cKDTgEOfhG4v6R8HngRrP,282707,4
0.464,0.536,1,-8.372,0,0.0472,0.159,0.0,0.0969,0.252,145.772,15AbuFJdFrbINydSMSqVhV,258533,4
0.729,0.453,2,-5.441,1,0.0315,0.0622,0.0,0.441,0.527,128.826,4sSfHheJ5F9G0bHiddFC6U,230107,4
0.905,0.882,8,-3.498,1,0.0489,0.17,7.82e-05,0.0958,0.962,118.95,2PYJnUWEPPP8C6b79UiwIl,190240,4
0.682,0.658,2,-5.251,1,0.0432,0.0823,0.0,0.0851,0.784,77.978,2GSr8anleCXKLNjjjijoMZ,217987,4
0.757,0.765,0,-5.707,1,0.0313,0.0131,0.0,0.37,0.745,133.973,2vCHDrXVN0k1GPTjSIZ69E,203227,4
0.783,0.693,9,-5.056,1,0.027,0.622,8.3e-06,0.109,0.528,106.991,06p2Ij0lXD45LODQDCov0u,237027,4
0.715,0.69,4,-8.172,0,0.0307,0.192,0.000657,0.11,0.676,123.555,62FQCSvSUSG3m9uajVkvWe,223147,4
0.575,0.679,2,-3.845,1,0.0278,0.0664,0.0,0.0956,0.601,107.878,100Tm6z29RfHTdUQ6NIs0s,187520,3
0.673,0.841,7,-3.564,1,0.0557,0.0683,0.0,0.0965,0.94,97.027,129lYDVKnWtlJc2PZJviuA,205373,4
0.589,0.686,7,-6.076,1,0.0268,0.00245,0.0,0.121,0.671,120.991,3xfaeVCJtqH54aZlJalvdr,225907,4
0.786,0.773,7,-5.042,1,0.0287,0.152,2.45e-06,0.103,0.573,115.997,0qkftSyehmgEES0ymuYiTS,263880,4
0.768,0.845,1,-4.767,0,0.0337,0.179,0.0,0.209,0.891,108.977,3TY1PFZXmYeiLcXygB74My,194107,4
0.751,0.731,6,-4.419,0,0.0308,0.0838,0.0,0.0556,0.973,97.007,2EM9zpAc7PVeoAydmbfVIL,216707,4
0.773,0.794,5,-4.954,0,0.0326,0.527,0.000354,0.113,0.907,101.143,2USyvcBpPjhW0rgiD2R8Bp,264600,4
0.4,0.82,0,-5.235,0,0.103,0.502,0.0,0.712,0.398,83.415,61hJK3EfAd1LDk7x5OrCTc,247867,4
0.616,0.193,7,-15.139,1,0.0338,0.883,1.44e-06,0.107,0.486,135.746,7hbgCKddEQhCVXHsMdHebN,229187,4
0.836,0.637,6,-4.803,1,0.0367,0.535,0.0,0.129,0.875,120.025,3UI9I3e1g1y5T3SMfdgfGO,230280,4
0.643,0.809,7,-3.275,1,0.028,0.45,1.22e-06,0.154,0.499,112.677,32z8b4NoCJH4GLNOZp0RVX,250107,4
0.416,0.398,0,-8.479,1,0.0452,0.669,0.0,0.112,0.288,132.317,1JWdcprphPXWEsqRtfiwQK,225773,4
0.458,0.472,6,-7.183,1,0.0478,0.417,0.0,0.104,0.322,150.936,6rCyXpDwlMf1GH2qlpjJWv,230720,4
0.568,0.52,1,-5.612,1,0.0309,0.336,0.0,0.113,0.325,142.308,28Ct4qwkQXY2W5yyNCLuVI,306987,4
0.696,0.758,4,-6.076,1,0.0264,0.17,3.33e-05,0.189,0.859,129.943,3b1IQflSLrgzYQPGFzI9cl,250693,4
0.452,0.523,5,-6.453,1,0.0625,0.563,0.0,0.233,0.363,173.85,4OyzSXRSadNQt5EMwASdap,193827,3
0.527,0.898,0,-3.624,0,0.0367,0.027,0.0,0.0686,0.462,162.058,0vyEatwgB5xaBkmyXWqf3x,317627,4
0.481,0.0422,9,-20.427,0,0.0351,0.982,0.00434,0.0877,0.447,110.456,2mWhsRPJT8r5BVY8GbOJsN,337160,3
0.381,0.149,5,-22.63,1,0.0367,0.765,0.879,0.0993,0.397,140.494,1ljztZC52YENxjzhYo84gM,321960,3
0.607,0.415,2,-13.883,0,0.0356,0.799,0.0215,0.387,0.373,121.101,3mnSq0DGKWTZcU3ccymC79,255360,4
0.487,0.272,7,-6.437,1,0.0423,0.926,0.0,0.104,0.0852,60.426,0mjbGVBV6uKX0WqO0Z4zZu,216413,4
0.311,0.179,0,-14.77,0,0.0494,0.936,0.00326,0.744,0.324,112.2,6l2u8w6HspkqVCcV0HMXR6,156867,4
0.361,0.31,9,-12.102,1,0.0398,0.802,0.687,0.128,0.408,177.659,37IbDeC2CfODD3OGcAO8Vd,355840,4
0.57,0.225,5,-17.168,0,0.029,0.306,0.0586,0.0689,0.408,151.78,5ksSzUpY892Gga1BlDN9ey,429973,3
0.546,0.136,5,-21.089,1,0.0324,0.82,0.465,0.112,0.297,94.781,2F9aMslwYQurvgv7DGS7S5,300307,4
0.674,0.386,11,-11.659,0,0.0272,0.739,0.00248,0.158,0.843,106.356,53AU0RJlfFTofiu0uZZSIf,316880,4
0.516,0.482,5,-10.119,1,0.158,0.786,2.19e-06,0.13,0.839,176.048,3vHxHY8tZwJcBrgrugLTlC,215733,3
0.728,0.66,2,-7.973,0,0.0567,0.612,0.00548,0.0923,0.844,118.332,0FAcLiMKZoH4vLIXGQJgKF,286733,4
0.705,0.481,0,-12.279,1,0.0935,0.73,0.0193,0.104,0.727,80.938,3ZlGXYDwlfMpjoGfgqOay3,231240,3
0.391,0.317,0,-10.449,1,0.0383,0.487,0.0,0.108,0.276,125.874,70zZclGWOjOVv9VRJ7RCyq,430760,4
0.547,0.356,5,-10.199,0,0.0366,0.954,0.917,0.0891,0.504,81.032,414J8tKHbtF16XOiHGBEso,376640,3
0.569,0.314,1,-8.241,1,0.0579,0.845,2.03e-05,0.12,0.311,179.332,2JlQOgJZdvQ5YJrVxY13wQ,249560,4
0.834,0.674,7,-13.455,0,0.0721,0.124,0.0,0.0828,0.951,119.039,6eqqWm2LkDweTHhz1u5KKo,295147,4
0.641,0.768,9,-7.314,0,0.052,0.125,0.558,0.0881,0.384,99.513,6V8mQGMlteOnomLViyIRwU,365680,4
0.709,0.739,4,-8.734,0,0.0483,0.759,0.00486,0.109,0.751,169.971,1uNXbwQBGnSOde9Q3IlBhI,274373,4
0.8,0.913,5,-5.588,0,0.0646,0.0616,0.467,0.166,0.911,119.997,5pQ677KR8eS6U4jUd6OJUY,396774,4
0.648,0.17,6,-16.58,0,0.114,0.94,0.371,0.106,0.64,95.359,08fsjbOK2ruSfbBTcmEZHZ,300838,4
0.741,0.896,0,-7.208,1,0.0502,0.135,0.461,0.12,0.871,102.453,2EdcEOJf2V8xMOTO7q2gCN,415090,4
0.553,0.496,1,-11.048,1,0.0392,0.861,0.746,0.101,0.789,107.188,6DbeEK4rIoWTIPNbmnfCjj,255373,4
0.349,0.44,5,-13.135,0,0.0422,0.528,0.866,0.111,0.31,169.356,7dHowm9WlK1gOuEuM0bd7m,492320,4
0.641,0.926,10,-7.718,0,0.0572,0.11,0.0246,0.09,0.883,90.934,2oWex6rYoQ7Bl2D9zG8d3F,591693,4
0.487,0.451,10,-8.007,0,0.0515,0.746,0.0,0.28,0.649,93.026,0X7xoQVnJFVOhQa5mzyCXL,217333,4
0.643,0.0851,7,-22.585,1,0.0564,0.81,0.00425,0.0803,0.19,120.998,04MFPeK1o0qq6ma76r1rJl,310373,4
0.574,0.757,9,-7.551,1,0.0512,0.349,0.00303,0.0834,0.655,138.548,2EyaDjHjgXZJDICxDQKUCG,362813,4
0.473,0.421,5,-9.865,0,0.0315,0.887,0.272,0.105,0.727,125.584,61AJlCxahP7OhPjYojRvN6,367040,4
0.532,0.554,9,-7.738,0,0.0302,0.764,0.0196,0.168,0.76,97.892,2eh0DhWZvFl6YvLeUumG43,357413,4
0.725,0.266,2,-15.384,1,0.0403,0.828,0.000531,0.303,0.617,86.727,5zWd3igj3YbzlrWPLMzgqZ,523453,4
0.507,0.488,9,-12.5,0,0.044,0.827,0.535,0.109,0.588,88.511,3QpQqZ63KSCeT3Bg7wpaea,396467,4
0.78,0.665,9,-11.037,0,0.0562,0.581,0.171,0.0919,0.885,159.957,6mgHchFn5wT2h62QSSXOcy,288293,3
0.677,0.548,7,-10.197,0,0.0332,0.606,9.33e-06,0.126,0.714,137.78,0IJigXN7ALZHiMu2JG18Vf,366173,4
0.706,0.586,8,-8.709,0,0.0778,0.206,0.0196,0.138,0.868,115.994,4msISwT8zsgxLu5MBiZeSO,246333,4
0.398,0.458,0,-14.942,1,0.0474,0.791,0.64,0.148,0.2,178.6,4FcCG5Yn2B2yZXkT4dP5tc,268373,4
0.554,0.778,0,-9.815,1,0.0448,0.441,0.000537,0.124,0.852,107.214,4840rZ3qPMBgiStjzxXpD6,288667,4
0.824,0.39,4,-10.565,0,0.133,0.365,0.717,0.104,0.688,108.325,71nsM1z5YtkwjoxKxeslWF,187787,4
0.628,0.862,2,-6.12,0,0.0499,0.218,0.0514,0.0618,0.705,103.165,7HydrZ0ETV67X4ZE4phoyA,590707,4
0.679,0.601,9,-10.021,0,0.0337,0.661,0.000106,0.133,0.856,93.283,27M8N6znkNUCBPAYx6HYfb,347847,4
0.684,0.792,2,-5.377,1,0.0576,0.508,0.00633,0.069,0.927,98.527,67VTOuPjeGV6F3CZ2xDrMx,267720,4
0.702,0.269,10,-15.172,0,0.0365,0.626,0.0406,0.125,0.397,99.747,05CF4ATpqROLTQVYABNZ3W,386973,4
0.676,0.483,7,-13.573,1,0.0667,0.758,0.0623,0.1,0.894,83.783,4gFHLBJY4YLOFIkikk4pKc,271053,4
0.794,0.626,1,-8.304,1,0.0718,0.0626,0.00282,0.117,0.609,90.0,3fJtaFk2kmGVk6x81bmB4S,300125,4
0.858,0.309,4,-13.203,0,0.0905,0.901,0.0144,0.12,0.634,105.462,0uCSOmI8jJwMdRgHjOnk8h,272640,4
0.651,0.412,3,-9.686,0,0.0517,0.444,0.0,0.103,0.922,179.852,5kBAS93dHatBVw5lve0NVF,402050,3
0.67,0.587,5,-12.511,1,0.0373,0.745,0.132,0.0863,0.766,107.311,40DTvPYNew0qRoyR02Q4Gk,283773,4
0.385,0.673,7,-8.754,1,0.0339,0.656,0.165,0.349,0.596,139.103,1Ncq5yn2zyL6Nflua7JtTj,366840,3
0.3,0.66,10,-7.536,0,0.0704,0.485,0.817,0.116,0.189,87.4,3911Bzzv8FHgbitJzXFjxh,260253,4
0.767,0.271,2,-15.529,0,0.0528,0.911,0.0728,0.107,0.771,99.214,2kRDfJjYuF7HjXv6ARqYqG,286813,4
0.632,0.0518,5,-24.525,1,0.0734,0.664,0.00301,0.116,0.329,113.758,2QOKOxGyjFL1pfv7RRfqsp,499667,3
0.656,0.332,0,-13.982,1,0.057,0.463,0.0473,0.306,0.89,112.715,50mijthH8crF7XahxaODRH,256067,4
0.904,0.401,9,-7.678,1,0.0408,0.78,0.0,0.23,0.722,120.808,7aMZCDtOcvvwjPzD3GQymg,177215,4
0.479,0.156,4,-15.374,1,0.0369,0.853,0.158,0.107,0.207,82.007,2wQbLNxYgRnZSDs0YBNFBe,213065,4
0.742,0.571,10,-8.738,0,0.0474,0.424,0.000164,0.0686,0.972,96.219,3MqHR8cuW6DUMC1htOJbT8,142667,4
0.62,0.819,10,-6.366,0,0.0404,0.305,0.314,0.238,0.97,109.444,3PfqCDBnk0uqgMnX0FubQB,311000,4
0.736,0.456,11,-7.329,0,0.0467,0.247,1.25e-05,0.113,0.585,94.076,3rCJPCJTJRUxvCduWDVprx,386373,4
0.556,0.454,1,-9.802,1,0.0299,0.87,0.000426,0.0712,0.352,133.722,0GrS6KRdqUa5PuARC8FURt,409320,4
0.551,0.585,11,-7.479,1,0.0344,0.284,0.632,0.0933,0.556,160.029,5JMebtqw62DkVHPsUJMKvh,311253,4
0.581,0.199,9,-13.349,0,0.0484,0.824,0.881,0.0934,0.364,115.131,4LeyhhgRtFMq0ssYqanJiE,301507,4
0.818,0.453,10,-8.46,1,0.0376,0.431,0.0388,0.245,0.572,96.003,0cJISh3v5VEvPFzzfIpHXB,281080,4
0.852,0.431,6,-10.876,0,0.0676,0.708,0.0136,0.352,0.594,105.005,0IVlx6wUnkGmU8zWXznnf1,326606,4
0.33,0.34,2,-14.616,1,0.063,0.032,0.00906,0.141,0.475,81.113,20WAt9YhZFXIPeZNZtHNrK,267893,3
0.637,0.749,10,-5.817,1,0.0399,0.461,9.32e-06,0.103,0.845,89.407,1Od5huGAUEBmHaBLOD2InC,398213,4
0.703,0.374,9,-15.189,1,0.0775,0.341,1.29e-06,0.107,0.928,166.084,27Ft3eoejPSSm1MSkhSaeB,242893,4
0.727,0.673,9,-9.953,0,0.0386,0.908,0.022,0.103,0.38,106.999,4Uc01dynouzXcKXrFRwKDT,259067,4
0.721,0.435,10,-9.476,1,0.0438,0.872,0.000104,0.108,0.944,116.865,795HmjjJWGQUMfL3foScIr,124055,4
0.53,0.261,0,-11.949,1,0.0265,0.373,4.58e-05,0.219,0.226,90.133,0aMCLwuAUCbvSgqHBqmw9H,309175,3
0.556,0.345,5,-14.629,1,0.142,0.58,3.99e-05,0.0782,0.821,170.881,5mhobem9Z7hqeJNbNl0Ytg,241360,4
0.303,0.622,3,-11.666,1,0.0333,0.169,0.838,0.0777,0.859,174.647,67MEIMsRnjlgbDtKXtVSjv,359773,4
0.529,0.206,9,-10.121,0,0.0369,0.815,0.0124,0.194,0.299,73.495,4vEvFhPM8GrBfbSFCMyQ8V,196377,4
0.603,0.901,5,-6.57,0,0.0511,0.218,0.855,0.0907,0.738,96.049,5uhJnZd0m9Xz3GafDeMJxK,252080,4
0.439,0.475,6,-12.559,0,0.0361,0.449,0.253,0.0903,0.428,111.717,4TbIOAb7FfbhHi2glq0EwA,655440,4
0.236,0.369,4,-13.608,0,0.031,0.875,0.915,0.0707,0.124,67.438,4dmpNeoiu2E3MJQGBSF8QW,331000,3
0.628,0.308,9,-11.431,1,0.108,0.673,0.0,0.0995,0.209,79.911,18gX0r27pdgG9yTv2oqY6X,229427,4
0.679,0.177,11,-15.394,0,0.0415,0.987,0.889,0.131,0.847,139.504,4lw4AT0CJnNcF0EbEtq05E,288229,1
0.688,0.568,1,-9.627,1,0.0557,0.275,0.0389,0.129,0.861,79.016,3BuGbostSQB3u05FTa7TZ9,277679,4
0.701,0.508,4,-9.474,0,0.0456,0.545,0.951,0.915,0.659,89.003,1h6i0ETE1wdClYTi8ppsu6,250787,4
0.79,0.307,4,-9.553,0,0.0562,0.708,0.822,0.0912,0.52,106.048,49fyK4tgMeqkT2rM6J42pq,278907,3
0.547,0.263,9,-8.193,0,0.0401,0.688,0.902,0.107,0.222,95.826,6W9zUJcakKsIBxw4yKfe2b,286120,3
0.802,0.502,2,-9.301,0,0.0705,0.133,0.00636,0.603,0.293,103.104,2fgiy4GZV2Ra9CCGzCXbjy,450240,4
0.681,0.436,10,-9.514,0,0.0767,0.842,4.19e-05,0.154,0.606,110.273,0EB6LdcMyj0SHhCAR45CRi,245000,3
0.8,0.7,1,-9.674,1,0.109,0.111,0.0347,0.0495,0.817,129.393,4I73V73o3bfKCiAKc3TOdW,556561,4
0.532,0.536,1,-12.356,0,0.0338,0.324,0.904,0.117,0.41,100.956,7alFPTs2fJ796IibM9Ldv5,249373,4
0.798,0.347,9,-15.333,1,0.0577,0.821,0.917,0.0949,0.871,124.504,0qeCKlxdKlM11GIVgOURyu,184427,4
0.755,0.594,8,-10.688,1,0.0441,0.0337,0.813,0.105,0.424,120.005,3KC8HLWqp0okM9RKlcSU99,537962,4
0.662,0.327,1,-15.896,0,0.0466,0.8,0.727,0.0975,0.394,163.976,7s6Z6jnhkaJRJA8Lmk2nyU,412683,4
0.71,0.346,8,-11.872,0,0.0582,0.839,0.935,0.111,0.364,83.912,3W4IoNW4011i8qfCwN75Va,424080,4
0.614,0.665,7,-9.719,1,0.0405,0.0102,2.07e-05,0.085,0.839,98.795,7DmsfAKJQjbnC9aDUzMJvQ,210600,4
0.706,0.185,8,-12.336,1,0.0336,0.916,1.03e-06,0.109,0.23,81.877,3oRaLG3ZDqXNN4BXhBClrY,173867,4
0.768,0.724,9,-7.994,0,0.0558,0.15,0.108,0.0327,0.964,127.64,2MduGlWbGQfy1RaYe0L2tZ,514000,4
0.435,0.416,0,-7.788,0,0.0315,0.938,0.000846,0.151,0.644,144.242,4Pqc3LtTiTQP8UhvahUXBO,489133,4
