danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
0.675,0.525,6,-8.271,0,0.255,0.505,0.000228,0.0599,0.848,199.823,50Ioo58wQTRUIwVG9MjLrw,291920,4
0.676,0.681,2,-5.355,1,0.371,0.155,0.00648,0.0827,0.868,109.499,4z24zdPIKCZP6q3XoZlpM9,226938,4
0.613,0.111,2,-27.127,1,0.0442,0.875,0.292,0.098,0.914,81.308,6rb5m4sm7gqSJgq32X8yPz,323827,4
0.903,0.522,7,-10.166,1,0.07,0.46,1.43e-06,0.105,0.696,123.055,5wWsPTSLg9gLuD39EjCxB4,227027,4
0.812,0.416,9,-10.998,0,0.0641,0.268,0.0947,0.115,0.893,107.99,19gwT9Lv36zp3UCweLiZTE,366187,4
0.519,0.526,6,-8.264,1,0.19,0.306,0.0,0.156,0.0951,84.502,5Ibh4X9oTzFRbPpXIRd4rQ,378500,4
0.662,0.575,7,-9.573,1,0.0413,0.132,4.65e-05,0.113,0.366,107.058,1kQjyyI3xZixtByFizxlXE,231625,4
0.708,0.649,4,-5.672,0,0.0508,0.425,0.00931,0.175,0.719,88.141,4oc6DZ88xXPRB73im61qQ3,167500,4
0.778,0.858,7,-6.522,0,0.0305,0.328,0.0107,0.139,0.971,126.937,7H1HZwGlsV8PgYvJPhNPQY,337427,4
0.77,0.846,7,-5.532,0,0.0359,0.00828,0.719,0.048,0.961,127.981,5h1xmefdnY2Y4zld4jnvoE,193173,4
0.634,0.467,9,-11.263,0,0.223,0.861,1.07e-06,0.0943,0.826,89.84,1bSsHUOFmxzNARPujtglaH,222800,4
0.821,0.496,7,-10.959,1,0.17,0.0471,0.37,0.0488,0.689,120.63,0pmcA4lJnEjkqIFrotudmV,702167,4
0.469,0.219,10,-10.884,0,0.033,0.854,1.14e-05,0.608,0.367,97.719,0aL4gILFQsJ6JXllb3gw3G,294653,1
0.726,0.536,1,-9.572,0,0.0551,0.0002,0.788,0.11,0.36,151.246,5Pxi2dgb8VX1rC1n9rXn8h,129405,4
0.485,0.676,3,-7.678,0,0.0326,0.16,0.306,0.106,0.419,143.312,0XwKH8KQbV4Gpp7GLtOU9d,853200,4
0.367,0.607,5,-7.644,0,0.0325,0.922,0.544,0.109,0.58,119.029,3VVjLVtLFtgXnoRQE12cv3,272427,4
0.622,0.472,3,-9.146,0,0.0299,0.764,8.15e-06,0.116,0.844,94.967,6lQ3h23PdvrsBYdIN3yuW5,263467,4
0.675,0.781,4,-5.404,0,0.0306,0.0801,0.0143,0.422,0.534,122.989,3zEN0ii6s4DHHBpnTp3RP7,267373,4
0.502,0.941,7,-5.194,1,0.0716,0.000346,0.319,0.553,0.124,119.783,0hDQV9X1Da5JrwhK8gu86p,219987,4
0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,003vvx7Niy0yvhvHt4a68B,222973,4
0.649,0.888,6,-4.807,1,0.0293,0.013,2.23e-06,0.0888,0.553,100.975,2lwwrWVKdf3LR9lbbhnr6R,208467,4
0.501,0.809,7,-5.264,1,0.0938,0.0338,0.00602,0.119,0.258,149.964,456WNXWhDwYOSf5SpTuqxd,252819,4
0.277,0.663,4,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561,20I8RduZC2PWMWTDCZuuAN,237027,4
0.438,0.94,2,-3.249,1,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,4iG2gAwKXsOcijVaVXzRPW,261000,3
0.448,0.665,9,-4.203,1,0.026,0.06,2.55e-05,0.0828,0.304,172.004,1SKPmfSYaPsETbRHaiA18G,237147,4
0.871,0.701,5,-5.594,0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,5r5cp9IpziiIsR6b93vcnQ,198440,4
0.447,0.848,2,-6.175,1,0.222,0.033,7.46e-05,0.65,0.485,172.253,1ixbwbeBi5ufN4noUKmW5a,205200,4
0.587,0.767,0,-5.713,1,0.0449,0.225,0.0,0.112,0.664,100.38,5p9XWUdvbUzmPCukOmwoU3,201707,4
0.462,0.832,11,-6.085,0,0.0479,0.108,0.00416,0.0741,0.807,165.653,0YJ9FWWHn9EfnN0lHwbzvV,248893,4
0.549,0.754,6,-4.011,0,0.0407,0.000675,6.24e-06,0.0912,0.828,139.052,4JHg4nNYUJQ5HULcCmI18R,189693,4
0.67,0.403,0,-10.623,1,0.031,0.753,0.0903,0.0858,0.622,129.984,0NslHuacjxQYfUTOW3HCIV,230867,4
0.59,0.829,0,-5.649,1,0.0419,0.0601,3.99e-05,0.19,0.704,144.099,1Ug5wxoHthwxctyWTUMGta,193107,4
0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,1jJci4qxiYcOHhQR247rEU,302840,4
0.674,0.882,3,-2.771,0,0.0477,0.000441,6.47e-05,0.068,0.682,123.016,3kMrazSvILsgcwtidZd1Qd,205733,4
0.492,0.344,5,-15.259,1,0.0259,0.674,0.531,0.0933,0.247,86.485,3stWWPN41byqp8loPdy92u,199414,4
0.519,0.494,5,-8.03,1,0.0275,0.0287,3.34e-05,0.0892,0.482,138.524,3QjpO5xOB9ErJ95AxT0h0r,247000,4
0.629,0.534,6,-9.054,0,0.0267,0.437,3.33e-06,0.328,0.649,124.964,4XTuSMs47SIg35KxhNIUGe,147027,4
0.654,0.828,1,-5.377,0,0.0281,0.00146,0.000144,0.122,0.79,112.056,2x8evxqUlF0eRabbW2JBJd,183893,4
0.763,0.803,1,-3.713,1,0.0351,0.0709,0.285,0.348,0.561,103.04,3FtYbEfBqAlGO46NUDQSAt,229640,3
0.526,0.723,5,-5.59,1,0.0294,0.3,0.00698,0.058,0.744,159.685,04uR2cdkgiaLIzebPcs25m,246213,4
0.587,0.497,6,-10.757,1,0.0307,0.723,0.782,0.142,0.401,144.972,6HTVZeVQ9J6Uiq6tHESxU9,287634,3
0.551,0.819,2,-4.489,1,0.0525,0.0103,0.0437,0.153,0.846,174.917,2DrGEaqoruCSn0FffWCf5O,137760,4
0.64,0.789,0,-6.691,1,0.0359,0.0338,0.00388,0.53,0.311,97.539,7fmJGzyvOcbh6UANsH8Cp6,241640,4
0.346,0.965,3,-4.255,0,0.146,0.000461,0.012,0.214,0.384,125.043,3KANrKOFYyAxfjQJHkgBdb,234107,4
0.596,0.253,1,-14.369,0,0.0349,0.896,5.17e-05,0.102,0.368,95.162,0eBryM7ePQH3Klt3jz8xZd,188878,4
0.486,0.769,1,-5.14,1,0.0341,0.0119,0.00832,0.197,0.393,131.286,5PRRthP9SLfbXB359MfIWv,276720,4
0.624,0.91,0,-5.703,1,0.0297,0.0285,0.000198,0.0789,0.767,104.042,7kzKAuUzOITUauHAhoMoxA,193051,4
0.509,0.922,9,-2.823,0,0.031,0.0219,0.00117,0.496,0.645,92.5,3IXRdLsQib8m0hBbQpe7T8,218787,4
0.744,0.694,4,-7.521,0,0.0399,0.201,0.0335,0.2,0.881,119.974,7dxQFzp8zZzgDkaYEXQZIv,258453,4
0.542,0.813,2,-6.89,1,0.0429,0.0765,0.252,0.116,0.305,129.09,1jUkHIMc7UaJQuzWe5Iop2,234360,4
0.819,0.736,7,-6.504,1,0.0416,0.158,0.00161,0.109,0.701,120.318,0Ps4Eh6SQjeLnubbCsQTDD,273427,4
0.644,0.808,5,-7.268,1,0.0513,0.0467,0.187,0.0652,0.175,174.98,4G21jWo0Cm6lOIUNnZ2mUI,266507,4
0.59,0.51,4,-9.456,1,0.0384,0.0487,8.79e-05,0.0819,0.331,141.939,7Ktt7hGxke6dEGNMDn5if2,218000,4
0.416,0.827,4,-5.177,1,0.0384,0.00428,0.000242,0.277,0.87,169.902,47TQjzeG4KI0XWWb0wkbri,236712,4
0.568,0.719,8,-5.406,1,0.0354,0.0892,1.84e-06,0.233,0.539,106.036,4prEPl61C8qZpeo3IkYSMl,174760,4
0.537,0.882,0,-2.306,1,0.0403,0.000342,9.06e-05,0.12,0.81,145.729,1pHP4JeQV9wDx87D6qH9hD,179813,4
0.57,0.798,9,-4.92,1,0.0323,0.102,0.000128,0.178,0.671,103.303,57i3M29DWoo7RDk0Tf0LZG,171333,4
0.463,0.836,2,-2.776,0,0.0381,0.000418,7.38e-06,0.25,0.713,141.955,6BqWhxll86CGGE6WxgdRqG,165120,4
0.617,0.778,9,-8.872,0,0.027,0.459,0.925,0.128,0.152,100.363,2usrT8QIbIk9y0NEtQwS4j,127920,4
0.391,0.808,8,-6.209,0,0.0892,0.0759,0.0,0.149,0.737,100.304,7BHPGtpuuWWsvE7cCaMuEU,203507,4
0.517,0.839,0,-3.521,1,0.0287,0.0014,0.000365,0.108,0.416,94.015,0yac0FPhLRH9i9lOng3f81,215880,4
0.65,0.836,0,-5.101,1,0.0334,0.00553,0.00101,0.192,0.656,119.933,67SrO8B3O8iUq0AmEh0VzJ,162907,4
0.252,0.8,0,-4.845,1,0.0368,0.12,0.0538,0.118,0.29,139.361,6Hmj7SrLRbreLVfVS7mV1S,335333,4
0.9,0.538,7,-7.879,1,0.0343,0.229,0.843,0.287,0.713,95.508,4j4pPKE3xAblPIbhxScC1j,173693,4
0.34,0.737,8,-4.681,1,0.0582,0.000105,0.762,0.0699,0.499,172.022,4V0x90QcMh4ZxwHzEWOdtK,192080,4
0.493,0.372,7,-11.889,1,0.0331,0.964,0.0308,0.117,0.25,116.86,15WbjBy1bzH1UsUldBwwlW,285160,4
0.518,0.809,9,-5.451,0,0.0382,0.137,0.000239,0.119,0.0957,140.065,1myEOhXztRxUVfaAEQiKkU,255907,4
0.739,0.611,11,-9.829,1,0.0622,0.00557,0.725,0.04,0.794,98.004,2cmRpmO04TLaKPzmAzySYZ,536471,4
0.646,0.759,10,-4.34,1,0.0314,0.189,0.0977,0.103,0.423,91.999,3y1EzRl5UEQxxd1f6Bv2aN,249067,4
0.582,0.464,7,-9.657,1,0.0304,0.585,0.0,0.0892,0.446,124.97,1yupbrI7ROhigIHpQBevPh,364613,4
0.57,0.884,5,-4.55,0,0.0601,0.00826,0.00322,0.364,0.405,118.485,0cahtHEywK64NSWqm2SDTi,286013,4
0.639,0.903,11,-5.013,0,0.0371,0.00963,7.06e-05,0.174,0.96,135.938,0Fe3WxeO6lZZxj7ytvbDUh,246173,4
0.561,0.33,5,-13.51,1,0.0268,0.76,0.134,0.106,0.378,79.01,5ARrtxJLVCeTv5TWo1oKgC,271520,4
0.562,0.903,8,-4.46,0,0.0296,0.000187,0.0939,0.298,0.791,132.009,2WRFD9WczJ975X2K1Y9YVs,221000,4
0.659,0.591,1,-6.713,1,0.0313,0.441,0.000861,0.0862,0.707,121.14,73M2Vb5MfZh8iGKudkMtlw,245640,4
0.63,0.772,2,-8.366,0,0.0251,0.124,0.000432,0.116,0.717,128.133,6Wuv7MrhesuDsuGv8vcrOd,230907,4
0.578,0.481,4,-10.545,1,0.0317,0.431,0.00299,0.0951,0.548,129.881,6ZQgooEk8PvsLxedYaT6Oa,307333,4
0.398,0.547,0,-6.846,1,0.0261,0.414,0.00143,0.146,0.305,73.396,0ZSmRnXnP5fdANtVlCok1g,230880,4
0.642,0.462,1,-8.026,1,0.0294,0.821,2.51e-06,0.106,0.484,130.015,1a9czdo8IX5InOiSOg6xpv,148867,4
0.641,0.628,11,-7.27,1,0.0351,0.0208,0.000309,0.125,0.946,150.948,29ceu4GvNpnHSfLeBL4O7W,167840,4
0.762,0.484,11,-12.368,0,0.0311,0.812,0.389,0.0841,0.415,122.916,5UBBJnFxsfjFxfrtvErQoH,201947,4
0.773,0.725,1,-6.773,0,0.0755,0.0115,6.85e-06,0.0821,0.696,118.012,7bzinfns7drLnzylnK6L9S,264267,4
0.71,0.484,2,-7.415,1,0.049,0.22,3.93e-06,0.0879,0.576,109.95,49CP2usyaN98EdtrOWXnal,183667,4
0.692,0.717,0,-4.226,1,0.0498,0.111,0.00123,0.044,0.973,119.902,1CZw0Lymzi2Lvy1XZ6rXh5,195733,4
0.63,0.576,7,-9.046,0,0.0304,0.217,0.686,0.129,0.471,138.009,27ViQppP3LZPCJl2A0w9kp,338280,4
0.65,0.694,10,-7.435,1,0.0342,0.463,0.134,0.404,0.775,98.611,0SyOHG2V9CgMSlebbnyoLJ,231880,4
0.45,0.941,0,-5.338,1,0.0369,0.00223,0.00732,0.129,0.255,159.991,1798MQBd3lfqa7joQ0ZAEF,265613,4
0.424,0.763,6,-6.596,1,0.0279,0.00585,0.000515,0.226,0.773,175.349,6VKAWqNzAMo3m82rqV5BMR,132507,4
0.41,0.803,7,-5.363,1,0.0623,0.239,0.0,0.103,0.814,153.315,5xoUgPXbMNUmoHU0Enwtwq,169307,4
0.871,0.472,4,-11.077,1,0.0756,0.74,0.269,0.145,0.707,124.04,0Rqwa6i410IwhTiugt6vXi,160720,4
0.862,0.797,4,-2.006,1,0.0339,0.0339,4.03e-06,0.0841,0.775,117.993,1SvIUtl5QuOTJhKNVikt6m,206933,4
0.489,0.758,7,-6.491,1,0.0297,0.000678,0.49,0.092,0.435,112.113,7Jh1bpe76CNTCgdgAdBw4Z,371413,4
0.331,0.34,9,-14.784,0,0.0369,0.313,0.607,0.234,0.365,126.672,21cp8L9Pei4AgysZVihjSv,619267,4
0.499,0.318,7,-13.776,1,0.0485,0.718,0.00101,0.379,0.282,121.498,1HzDhHApjdjXPLHF6GGYhu,321080,4
0.587,0.536,7,-11.248,1,0.0304,0.179,2.75e-05,0.305,0.59,117.498,7HrzErXq3TsKOY1gmdIShB,301547,4
0.36,0.684,4,-6.457,0,0.0308,0.323,0.0,0.34,0.2,77.15,5Xak5fmy089t0FYmh3VJiY,342653,4
0.27,0.214,7,-15.779,0,0.029,0.738,0.661,0.117,0.0445,135.869,32dnKMni3I3gwUbWp4mi45,810293,3
0.482,0.721,0,-6.839,1,0.0321,0.731,0.0,0.189,0.557,95.263,3AhXZa8sUQht0UEdBJgpGc,369600,4
0.733,0.794,5,-10.023,1,0.0307,0.0614,0.0367,0.33,0.931,148.174,37Tmv4NnfQeb0ZgUC4fOJj,348624,4
0.547,0.257,0,-12.358,1,0.0252,0.907,0.183,0.0935,0.169,75.752,7pKfPomDEeI4TPT6EOYjn9,187867,4
0.262,0.321,3,-12.41,1,0.0344,0.981,0.868,0.173,0.258,121.343,75QoXqTlvBwuITzow9egCB,268867,4
0.583,0.947,5,-5.12,1,0.0378,0.0185,0.00109,0.0679,0.803,135.448,07GvNcU1WdyZJq3XxP0kZa,223613,4
0.479,0.309,11,-14.751,0,0.0299,0.153,0.22,0.134,0.182,127.155,7Fg4jpwpkdkGCvq1rrXnvx,379213,4
0.426,0.822,9,-5.764,0,0.0373,0.0226,0.000754,0.295,0.575,113.871,71040WC4MBFnSXvDSW2vo9,497120,4
0.587,0.493,0,-14.927,1,0.0505,0.423,0.712,0.0909,0.451,161.222,4iVTSRiJAA18d3QglhyJ6Q,354640,4
0.697,0.298,0,-16.929,1,0.0319,0.0411,0.000123,0.103,0.233,113.571,1AvAl5fj5mhoLHVo0to1xr,332200,4
0.364,0.457,4,-14.162,0,0.0675,0.29,0.000106,0.922,0.175,163.219,0hKRSZhUGEhKU6aNSPBACZ,337413,4
0.253,0.221,11,-14.477,0,0.0362,0.726,0.00665,0.123,0.277,138.797,6HRMEMDft2j8Qe9LngYzwF,234680,3
0.412,0.235,1,-10.962,0,0.0497,0.819,0.000128,0.189,0.306,99.883,5qg5bmqbWWCB3TDeR6Vanf,229400,4
0.54,0.429,2,-11.822,1,0.0285,0.000202,0.355,0.141,0.113,110.171,6ADSaE87h8Y3lccZlBJdXH,295516,4
0.521,0.487,6,-7.525,0,0.0299,0.253,0.0,0.0579,0.483,117.072,6iGU74CwXuT4XVepjc9Emf,173040,4
0.534,0.392,9,-7.636,0,0.0267,0.649,0.000227,0.0948,0.163,90.379,28cnXtME493VX9NOw9cIUh,216533,4
0.214,0.423,8,-9.454,0,0.0323,0.53,0.876,0.119,0.136,76.145,60bF2b61f7Q5Bt82QCBwvc,419773,4
0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,1L94M3KIu7QluZe63g64rv,340907,4
0.542,0.297,1,-11.076,1,0.0319,0.853,0.00037,0.0826,0.435,83.144,1ReozWOl1royxENj0YNOWQ,265445,4
0.634,0.63,1,-8.277,0,0.031,0.447,0.039,0.17,0.489,118.628,6H3kDe7CGoWYBabAeVWGiD,270773,4
0.541,0.459,4,-10.433,0,0.0297,0.189,0.0274,0.099,0.803,171.165,1Q1b8eVkUPGlpSArl8JAVw,187013,4
0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,2aoo2jlRnM3A0NyLQqMN2f,240800,4
0.369,0.758,5,-5.871,1,0.0364,0.623,1.78e-05,0.531,0.663,140.71,56lhDZNQ5J47aog6mGKeGk,288720,4
0.877,0.673,4,-6.755,0,0.0387,0.588,0.0,0.107,0.965,123.042,3NDpi3crTO1FUMogOztMkx,218627,4
0.324,0.136,0,-10.33,1,0.0318,0.931,0.00117,0.176,0.0831,97.256,3pRaLNL3b8x5uBOcsgvdqM,413827,3
0.31,0.403,0,-13.664,1,0.0326,0.0726,9.27e-05,0.139,0.466,134.48,72Z17vmmeQKAg8bptWvpVG,318027,4
0.484,0.0874,0,-17.796,1,0.0394,0.894,0.154,0.11,0.219,94.163,39CFOvYse9fcMhIwyS73Fl,256120,4
0.409,0.172,6,-16.44,0,0.0389,0.922,0.00112,0.111,0.352,132.151,2L93TdW2GMue1H2zlkt30F,229293,4
0.4,0.267,10,-12.488,1,0.0323,0.744,0.00734,0.103,0.0872,144.799,4TOMI010Sd4ZAX4aZ5TS85,225000,3
0.331,0.55,0,-6.483,1,0.0272,0.605,3.96e-06,0.192,0.429,177.734,70C4NyhjD5OZUMzvWZ3njJ,339000,3
0.483,0.615,2,-8.538,1,0.0497,0.452,0.000414,0.0512,0.594,80.576,6Vjk8MNXpQpi0F4BefdTyq,517125,3
0.523,0.769,4,-5.855,1,0.0269,0.04,0.0,0.136,0.876,136.162,0WQiDwKJclirSYG9v5tayI,244587,4
0.38,0.554,10,-9.093,1,0.0253,0.0173,0.0,0.0996,0.574,147.363,1RP85mAmvJ8baqjP53kFJu,431453,4
0.55,0.722,11,-11.729,0,0.0283,0.25,0.0129,0.11,0.716,103.886,14XWXWv5FoCbFzLksawpEe,434720,4
0.527,0.42,4,-13.241,0,0.027,0.0113,0.0187,0.176,0.478,113.827,3ZPLFD6mbw6hhu3g6S4EGl,449960,4
0.429,0.554,9,-6.128,0,0.0291,0.67,0.000152,0.105,0.407,136.302,1GcVa4jFySlun4jLSuMhiq,272000,4
0.509,0.827,0,-7.715,1,0.0782,0.0409,0.0,0.12,0.743,135.601,1lqMLr9Wj7SM2F9AikGcxN,512733,4
0.702,0.668,9,-9.237,1,0.214,0.518,0.0,0.0588,0.561,116.063,1Ud6moTC0KyXMq1Oxfien0,378147,4
0.392,0.534,0,-8.793,1,0.0369,0.245,0.00104,0.155,0.325,181.305,3G69vJMWsX6ZohTykad2AU,276187,4
0.274,0.195,5,-15.289,1,0.0339,0.753,0.739,0.0774,0.168,115.227,25tZHMv3ctlzqDaHAeuU9c,284413,4
0.316,0.484,9,-9.11,0,0.0308,0.000334,0.00445,0.0912,0.299,117.363,3XC7Jd6SfrQYKZJ6inyRHK,269907,3
0.739,0.495,9,-11.8,1,0.0327,0.141,0.0974,0.0959,0.29,104.527,31VdbMngS4qIXl6USIEYMr,336893,4
0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,63T7DJ1AFDD6Bn8VzG6JE8,202267,4
0.539,0.296,0,-11.74,1,0.0253,0.918,0.0056,0.127,0.545,85.622,23Uv9xqLumDqEBNIdHhCcO,233533,4
0.68,0.53,11,-13.105,0,0.0889,0.417,0.011,0.0559,0.352,124.551,0MYNeFsKpzBHwrJGfWZysV,266013,4
0.39,0.502,10,-12.277,1,0.178,0.336,0.000138,0.0713,0.289,97.871,3Am0IbOxmvlSXro7N5iSfZ,247320,4
0.445,0.384,10,-14.642,1,0.0417,0.635,7.74e-05,0.0539,0.216,123.295,3ZE3wv8V3w2T2f7nOCjV0N,235987,4
0.651,0.801,0,-7.34,1,0.0514,0.123,0.0,0.0825,0.776,133.769,5jzma6gCzYtKB1DbEwFZKH,200480,4
0.487,0.382,7,-10.889,1,0.0309,0.0422,4.74e-06,0.411,0.714,116.557,1H5IfYyIIAlgDX8zguUzns,261280,4
0.401,0.933,8,-5.682,1,0.0344,0.00744,0.627,0.318,0.734,127.193,0xOeB16JDbBJBJKSdHbElT,310893,4
0.524,0.921,2,-7.709,1,0.0367,0.00103,0.768,0.128,0.908,146.849,4N42ow0h4JoK68OQwOzsQn,206227,4
0.251,0.848,5,-6.501,1,0.0579,0.0377,0.00591,0.0545,0.207,163.709,6LgJvl0Xdtc73RJ1mmpotq,387213,4
0.71,0.743,1,-10.553,1,0.0507,0.273,0.000406,0.258,0.866,120.277,37CRPk0L5ZpfPeePEPwE0t,266160,4
0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,0hCB0YR03f6AmQaHbwWDe8,333893,4
0.484,0.312,2,-13.522,1,0.0535,0.724,1.65e-06,0.0601,0.598,205.981,4Y4Gd3ty8uut6Qw43c7yJc,166827,4
0.522,0.88,7,-5.552,1,0.035,0.00115,0.00909,0.166,0.443,118.527,2Cvfaw7L8sBwc0fsEZaQfb,375347,4
0.898,0.365,0,-10.452,1,0.0462,0.159,9.28e-06,0.132,0.563,98.53,3PQLYVskjUeRmRIfECsL0X,226240,4
0.522,0.58,9,-12.914,0,0.0324,0.0156,0.00168,0.0543,0.493,98.489,7ynwkFhXbrQqnMIWqFfRUS,366360,4
0.644,0.919,2,-6.289,1,0.0561,0.181,0.134,0.622,0.871,117.459,38Ngied9rBORlAbLYNCl4k,259907,4
0.543,0.395,9,-11.396,1,0.0267,0.701,4.24e-05,0.0961,0.231,94.872,14CsqOaDkOkrZ49UJLtuOJ,340560,3
0.519,0.441,4,-14.178,1,0.0353,0.0204,0.000453,0.076,0.25,81.334,7wCmS9TTVUcIhRalDYFgPy,234973,4
0.413,0.725,3,-5.787,0,0.0324,0.369,2.16e-05,0.0905,0.44,124.618,5uvosCdMlFdTXhoazkTI5R,429760,4
0.328,0.936,0,-3.254,1,0.0628,0.0665,2.61e-06,0.165,0.31,162.97,12dU3vAh6AFoJkisorfoUl,289560,4
0.495,0.25,0,-15.704,0,0.034,0.797,8.49e-05,0.0888,0.215,104.891,1JNIE9WUtM9UrgjEollZa0,218147,3
0.543,0.944,6,-7.495,1,0.0543,0.402,0.000564,0.0373,0.735,101.174,6C4LXC9UFH1IKiHYOp0BiJ,279440,4
0.318,0.412,7,-10.364,1,0.0303,0.271,0.0,0.0959,0.125,142.287,3I9UP9RsiCpyVLNbYkBhQC,314147,4
0.5,0.127,4,-17.747,0,0.0753,0.354,0.0,0.355,0.205,123.107,1VN8ew9KECPqYS3sVbnZRr,401293,4
0.666,0.855,9,-5.051,0,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,31AOj9sFz2gM0O3hMARRBx,268427,4
0.249,0.66,0,-6.904,1,0.0343,0.514,0.00271,0.0891,0.427,149.822,7DsQgIwg23u9gooCxkRTu3,248947,4
0.481,0.392,1,-11.381,1,0.0312,0.366,0.0452,0.124,0.52,124.572,5YSI1311X8t31PBjkBG4CZ,269067,4
0.592,0.825,9,-8.927,1,0.0318,6.05e-05,0.291,0.496,0.732,123.36,4hvrLEqMHWR4troGbku7ZV,339480,4
0.641,0.621,6,-12.714,1,0.0331,0.0174,0.145,0.139,0.771,106.136,09uuSsYh4Gti5Ek6kUh17G,197373,4
0.405,0.313,7,-10.097,1,0.0304,0.336,0.0,0.367,0.279,111.134,5UFBEYaigXPoScwPOK4Wft,259693,4
0.404,0.43,4,-12.327,1,0.224,0.538,0.0,0.0802,0.641,180.061,6ek9SiEj5a65WIs2EV7qiM,148053,4
0.732,0.705,9,-9.271,1,0.0349,0.626,0.00068,0.0813,0.848,117.925,51KKQAgYFoJHgVIuJWHdHb,291200,4
0.543,0.409,3,-9.304,1,0.0292,0.376,4.04e-05,0.301,0.551,112.168,2CcOzLNvBpIkVR39Z2Nzzd,287347,4
0.613,0.441,5,-11.999,1,0.0309,0.546,0.0132,0.0869,0.525,87.573,0PNt5WTw092eED0ru9SuIp,360667,4
0.521,0.633,2,-9.966,1,0.0359,0.536,0.00363,0.952,0.184,83.044,5gHVDvnGiiE0tzL3tMv8t8,531560,4
0.592,0.835,7,-8.475,1,0.032,0.0393,0.209,0.665,0.703,114.436,0j5FJJOmmnXPd0XajFWkMF,308427,4
0.678,0.631,11,-8.624,1,0.0301,0.355,0.000268,0.376,0.463,102.378,6vZZtivPrtpggT5SSXsYTy,261560,1
0.463,0.229,2,-12.592,1,0.0297,0.167,0.0997,0.202,0.135,73.543,73CKjW3vsUXRpy3NnX4H7F,290707,4
0.498,0.889,0,-5.413,1,0.0546,0.0947,1.62e-06,0.733,0.696,134.88,15BQ7vEDv2LJuh8TxWIhtd,283360,4
0.149,0.206,3,-13.888,1,0.0323,0.822,0.000649,0.115,0.264,79.764,6l8EbYRtQMgKOyc1gcDHF9,293120,4
0.398,0.93,11,-6.76,1,0.0615,0.000854,0.121,0.0874,0.725,190.818,1YrnDTqvcnUKxAIeXyaEmU,408173,4
0.474,0.0404,9,-22.208,0,0.0387,0.948,0.000263,0.111,0.18,119.415,77K5TB5KZmDZCoJCdd1NvE,310773,3
0.729,0.989,9,-4.613,0,0.049,0.0102,4.45e-05,0.443,0.84,126.47,51H2y6YrNNXcy3dfc3qSbA,352906,4
0.163,0.51,7,-8.414,1,0.0415,0.341,0.0638,0.0945,0.325,162.086,3fKDSSIgOngs8YYzFJO6eD,402173,4
0.47,0.505,11,-11.966,0,0.171,0.0194,0.00104,0.206,0.767,124.065,7Gx2q0ueNwvDp2BOZYGCMO,380080,1
0.315,0.311,10,-9.232,1,0.032,0.482,1.37e-06,0.44,0.185,116.262,4ZbrvxwWPNX0MgbubsqbZG,391200,4
0.431,0.739,10,-8.71,1,0.03,0.000335,0.0581,0.103,0.227,136.594,4MuVgJIxvnMjRHbiUSD9Js,294000,4
0.397,0.2,0,-14.119,0,0.0287,0.826,0.000454,0.164,0.228,90.211,2nn7R5ESQhN5MhWcrHFjLi,267467,4
0.628,0.529,2,-10.466,0,0.0268,0.398,0.0383,0.133,0.499,119.114,1WvInhbItBzIuuVpQIXgPP,336000,4
0.605,0.795,0,-7.168,1,0.0294,0.119,6.92e-06,0.125,0.581,105.81,1LzFh1VZ0FLeUesOFEuhyl,302827,4
0.493,0.582,4,-14.611,1,0.0548,0.0118,0.000144,0.126,0.249,101.607,1Wmuc11xACBpOpni7ECC45,223497,4
0.425,0.369,4,-11.876,1,0.0379,0.183,0.00126,0.112,0.65,176.625,1H7gMYGykdtwZOV6s1N0by,124693,3
0.522,0.755,9,-6.95,1,0.0524,0.0517,6.63e-05,0.0781,0.637,151.796,7Dm3dV3WPNdTgxoNY7YFnc,269813,4
0.635,0.686,9,-15.648,1,0.053,0.209,0.0176,0.282,0.464,125.988,2EC9IJj7g0mN1Q5VrZkiYY,274747,4
0.513,0.69,7,-8.545,1,0.0425,0.0997,0.19,0.0967,0.564,161.693,620zXJyl50tD6FMobTqZN6,248533,4
0.466,0.763,11,-7.748,0,0.0391,0.0542,0.0,0.119,0.473,123.539,0lIoY4ZQsdn5QzhraM9o9u,204800,4
0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,70LcF31zb1H0PyJoS1Sx1r,238640,4
0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4zOfy9kqJlG0ZXvcaSh4gv,242373,4
